"theta","phi","scenario","class","kappa_noise"
0.255325553002707,0.438722671723017,"A1_shift","alternative",8
5.3025463119721,5.38106949955876,"A1_shift","alternative",8
2.85525292424215,3.11454171474797,"A1_shift","alternative",8
4.4082336942276,4.22895720950866,"A1_shift","alternative",8
2.6723060287982,2.1749255030364,"A1_shift","alternative",8
4.83213805911162,5.12285850636362,"A1_shift","alternative",8
5.22133892917579,5.3239434662673,"A1_shift","alternative",8
4.73102504405726,4.59922679551317,"A1_shift","alternative",8
2.78846134539623,2.15566065683175,"A1_shift","alternative",8
3.20678957858341,2.89738353824736,"A1_shift","alternative",8
4.19760914797839,3.86604554450179,"A1_shift","alternative",8
6.03565955939007,0.240533270718714,"A1_shift","alternative",8
1.68962832997338,0.849354058141198,"A1_shift","alternative",8
3.9488471290818,3.84426496500291,"A1_shift","alternative",8
4.87860195822238,5.20676969435179,"A1_shift","alternative",8
4.31795848978869,4.41420315680149,"A1_shift","alternative",8
4.64726447568767,4.6092260026165,"A1_shift","alternative",8
4.34947172161843,4.20325890044514,"A1_shift","alternative",8
6.12621697974441,0.0443955101458906,"A1_shift","alternative",8
1.09058673492645,1.14306099610135,"A1_shift","alternative",8
2.29068935176611,2.80765619383105,"A1_shift","alternative",8
0.844646110077958,0.483092296777303,"A1_shift","alternative",8
3.8776764029811,4.49550270235338,"A1_shift","alternative",8
5.87476899058923,6.00305405396394,"A1_shift","alternative",8
0.812023351437687,0.84764312187891,"A1_shift","alternative",8
4.44291951699706,3.97525452925694,"A1_shift","alternative",8
1.62002685561546,1.46189539731549,"A1_shift","alternative",8
4.88539423566228,4.80391682841932,"A1_shift","alternative",8
2.92537963154099,2.20760484065775,"A1_shift","alternative",8
5.29361281254171,5.53741563042345,"A1_shift","alternative",8
3.43914751377265,2.90495082614723,"A1_shift","alternative",8
5.42663168323159,4.95103477844462,"A1_shift","alternative",8
4.72541799358682,5.12252354746802,"A1_shift","alternative",8
3.064912588243,3.54293345271049,"A1_shift","alternative",8
4.56550730779631,4.18164228978895,"A1_shift","alternative",8
3.34676596769902,3.69211049381952,"A1_shift","alternative",8
2.33192838629172,1.98055905140489,"A1_shift","alternative",8
0.282814345472679,0.119083526474253,"A1_shift","alternative",8
1.49154823018215,1.82073937446026,"A1_shift","alternative",8
0.0321781061529954,0.127511307137883,"A1_shift","alternative",8
4.68438215253075,4.98119182948982,"A1_shift","alternative",8
4.70738263626179,4.81490858105915,"A1_shift","alternative",8
3.26683162060404,3.33150461565828,"A1_shift","alternative",8
1.83946864612114,2.10073885796893,"A1_shift","alternative",8
4.15894235353406,4.0701919073465,"A1_shift","alternative",8
2.34590773887358,1.66252031008693,"A1_shift","alternative",8
2.52352994751724,3.01051931540792,"A1_shift","alternative",8
0.300198356077927,0.246352278820333,"A1_shift","alternative",8
5.06222968111125,6.04572959643661,"A1_shift","alternative",8
2.71813817551393,2.1619817955647,"A1_shift","alternative",8
1.95934455838262,2.34816940652194,"A1_shift","alternative",8
5.31400741639025,5.40607233366278,"A1_shift","alternative",8
1.42984463799129,1.37088879330327,"A1_shift","alternative",8
2.91925919337732,2.96424474815077,"A1_shift","alternative",8
5.91183868225639,5.52006125796223,"A1_shift","alternative",8
4.31268965720067,4.26594078593704,"A1_shift","alternative",8
0.36207288146884,0.260030595876316,"A1_shift","alternative",8
5.6112445322292,5.91031331443039,"A1_shift","alternative",8
3.67822860059671,3.62963731479316,"A1_shift","alternative",8
2.19279484864998,2.16429377700785,"A1_shift","alternative",8
3.53996841627078,3.81395344653928,"A1_shift","alternative",8
4.37203347329166,4.94760517171867,"A1_shift","alternative",8
5.91428019744102,5.43233146259427,"A1_shift","alternative",8
5.79588731399363,5.91885762168351,"A1_shift","alternative",8
3.42796889444685,3.15319078706147,"A1_shift","alternative",8
3.73591898863865,3.79330911901102,"A1_shift","alternative",8
6.25393428505425,0.131038823758028,"A1_shift","alternative",8
2.21795405818632,2.50878516342848,"A1_shift","alternative",8
2.83348458180046,2.77349562231029,"A1_shift","alternative",8
2.96452060308528,3.2611467449107,"A1_shift","alternative",8
0.870332413387021,0.509419180007994,"A1_shift","alternative",8
5.26032766215016,5.24952257685347,"A1_shift","alternative",8
4.97115333153,4.73912621294016,"A1_shift","alternative",8
4.11732108484687,4.36057388447736,"A1_shift","alternative",8
2.0326681249692,1.61212863548674,"A1_shift","alternative",8
3.72926758874686,3.46688069647546,"A1_shift","alternative",8
1.14082068657217,1.99346326818402,"A1_shift","alternative",8
0.425505969060124,1.15765389138908,"A1_shift","alternative",8
3.74672587024007,3.88814847967268,"A1_shift","alternative",8
4.26550791296592,4.70549886068174,"A1_shift","alternative",8
0.239855064114747,0.0374907402997522,"A1_shift","alternative",8
2.76370909187409,2.54350758553154,"A1_shift","alternative",8
4.11250873975338,3.84200364325009,"A1_shift","alternative",8
1.5501051982292,1.49108484574658,"A1_shift","alternative",8
0.0356720665476132,6.22562301637949,"A1_shift","alternative",8
0.0090178981002243,0.45389001930056,"A1_shift","alternative",8
4.03547352471031,3.5749599776772,"A1_shift","alternative",8
3.58924234840783,4.07945658662693,"A1_shift","alternative",8
0.201962734112821,5.96235399803791,"A1_shift","alternative",8
4.61038464591758,3.83498056086316,"A1_shift","alternative",8
3.54125260818539,3.91876555419923,"A1_shift","alternative",8
2.17234139014419,1.38455536620957,"A1_shift","alternative",8
4.1370058208637,3.87379033594408,"A1_shift","alternative",8
4.75631259685962,5.10238575910341,"A1_shift","alternative",8
3.93974239362731,4.31312753446602,"A1_shift","alternative",8
6.08776597449427,0.0313309547381904,"A1_shift","alternative",8
6.22001366645576,6.10437679514435,"A1_shift","alternative",8
1.78840030598264,1.9065952394343,"A1_shift","alternative",8
2.76202295151386,2.83633543232106,"A1_shift","alternative",8
2.7336070873762,3.07826313034634,"A1_shift","alternative",8
4.78222460355871,5.45783922726733,"A1_shift","alternative",8
0.417477335663888,5.98080951530917,"A1_shift","alternative",8
2.46631905281955,2.74171080430302,"A1_shift","alternative",8
2.94647562268513,3.11872659518155,"A1_shift","alternative",8
4.95456391511993,5.33330174683293,"A1_shift","alternative",8
1.83307553611959,2.13693449227558,"A1_shift","alternative",8
2.65780390097779,2.2035249148388,"A1_shift","alternative",8
0.918777137224222,1.32330116176208,"A1_shift","alternative",8
6.26198081286443,0.0686606034890707,"A1_shift","alternative",8
4.9508795881215,4.75804452421064,"A1_shift","alternative",8
5.19020318726431,5.16746639981264,"A1_shift","alternative",8
2.53899676740666,2.63256676352896,"A1_shift","alternative",8
5.6982742646126,5.10479717675365,"A1_shift","alternative",8
0.0201840416606377,6.17298637925553,"A1_shift","alternative",8
0.100466633478548,5.79976139056988,"A1_shift","alternative",8
1.83065643430286,1.8784800624459,"A1_shift","alternative",8
0.52129235163315,1.00945233988757,"A1_shift","alternative",8
3.33494983061805,3.33794769534179,"A1_shift","alternative",8
3.00484630859564,2.79810081053592,"A1_shift","alternative",8
2.03643482595884,1.96532238821018,"A1_shift","alternative",8
4.34841964798963,4.14268270038619,"A1_shift","alternative",8
1.80506488858654,1.45842423447834,"A1_shift","alternative",8
2.17207007882012,1.95650161442591,"A1_shift","alternative",8
3.20693387935983,3.005110077538,"A1_shift","alternative",8
1.72573034375574,1.35440306922421,"A1_shift","alternative",8
0.294692953544385,0.204680071608442,"A1_shift","alternative",8
2.83329448144773,2.4563425767067,"A1_shift","alternative",8
2.93582879895076,2.95340348480516,"A1_shift","alternative",8
0.340193526951617,0.138030207449226,"A1_shift","alternative",8
5.84516737429452,5.89984223248069,"A1_shift","alternative",8
3.57945472279394,3.16373839242742,"A1_shift","alternative",8
3.3020778258471,3.9410783083795,"A1_shift","alternative",8
0.409484192660255,6.14388574715534,"A1_shift","alternative",8
0.928396947116488,1.14212679035326,"A1_shift","alternative",8
0.431183006994398,5.89994255199656,"A1_shift","alternative",8
2.08537636409035,2.63675242673809,"A1_shift","alternative",8
6.03213613143659,0.0763076974103551,"A1_shift","alternative",8
0.886818095739006,0.0515345239815721,"A1_shift","alternative",8
5.14690132413933,4.96685207010945,"A1_shift","alternative",8
5.05940378273838,5.37602160941534,"A1_shift","alternative",8
0.330504886763721,6.00695089450399,"A1_shift","alternative",8
3.35449667782841,3.1943316124086,"A1_shift","alternative",8
3.89767571905003,3.99451144533666,"A1_shift","alternative",8
3.41927949021258,3.78402612810642,"A1_shift","alternative",8
2.02271053899578,1.61532709539158,"A1_shift","alternative",8
3.08782866306378,3.11940173490657,"A1_shift","alternative",8
3.71895233539515,3.58718719520416,"A1_shift","alternative",8
5.2755969251934,4.94320257641538,"A1_shift","alternative",8
1.96096789713263,1.44196474937645,"A1_shift","alternative",8
4.5831439277809,4.69333895438358,"A1_shift","alternative",8
3.20796315633621,3.33070159121951,"A1_shift","alternative",8
2.60887897281816,2.85177457477738,"A1_shift","alternative",8
0.130707765874526,6.15816796777178,"A1_shift","alternative",8
3.18698515977559,3.88725559498132,"A1_shift","alternative",8
2.02579386998889,1.40874182404674,"A1_shift","alternative",8
2.48415315065274,2.90728731242081,"A1_shift","alternative",8
3.05778762275102,3.02950704411016,"A1_shift","alternative",8
5.12970311583349,5.03863533623302,"A1_shift","alternative",8
5.90713781152054,0.543720822476127,"A1_shift","alternative",8
2.48407664735178,2.31866718762926,"A1_shift","alternative",8
0.497458869181512,0.40327428612168,"A1_shift","alternative",8
3.4302609257363,3.16379884619754,"A1_shift","alternative",8
3.41137167336883,3.50418048951932,"A1_shift","alternative",8
4.25771806291026,4.33316526218691,"A1_shift","alternative",8
0.653421719854548,0.641336353633936,"A1_shift","alternative",8
1.4767605919548,1.32223037460866,"A1_shift","alternative",8
5.66877708603957,0.207533988722552,"A1_shift","alternative",8
3.32350533909761,3.48824903252685,"A1_shift","alternative",8
3.98977182493679,4.70209808562308,"A1_shift","alternative",8
2.51627989082613,2.59228419931782,"A1_shift","alternative",8
5.42201401742442,5.46978733885803,"A1_shift","alternative",8
0.652308112965494,0.804831713243296,"A1_shift","alternative",8
0.581828824854533,6.15938405453383,"A1_shift","alternative",8
2.81107590109753,2.81467341681052,"A1_shift","alternative",8
4.84080848929841,4.81432357238612,"A1_shift","alternative",8
4.47508871251603,4.3792646057732,"A1_shift","alternative",8
4.64602675336585,4.47331700890575,"A1_shift","alternative",8
2.24130460943623,2.25084965110349,"A1_shift","alternative",8
6.27003690815885,6.14034428238225,"A1_shift","alternative",8
5.64665152826128,6.09373868872351,"A1_shift","alternative",8
3.86312898175404,4.1468192594236,"A1_shift","alternative",8
1.36211772199053,1.22595646445499,"A1_shift","alternative",8
0.711520932057084,0.324449163152798,"A1_shift","alternative",8
4.93055681208773,4.94034436182835,"A1_shift","alternative",8
3.15189115945533,3.00350239514197,"A1_shift","alternative",8
4.70224368154084,4.47144160901132,"A1_shift","alternative",8
0.0885101806100082,5.60459558775561,"A1_shift","alternative",8
4.73910591533227,5.40069493039853,"A1_shift","alternative",8
0.433385399441455,5.8257428151822,"A1_shift","alternative",8
2.29272277424918,2.85591866326486,"A1_shift","alternative",8
1.10392044616904,1.01919511380594,"A1_shift","alternative",8
3.28614401763718,2.84134506197251,"A1_shift","alternative",8
0.0501318472783779,0.478044144916696,"A1_shift","alternative",8
4.45280133990607,4.32340508712936,"A1_shift","alternative",8
6.04364633723714,5.45097105316329,"A1_shift","alternative",8
5.35074862296898,5.62486905172571,"A1_shift","alternative",8
5.07984293975702,4.15562603775086,"A1_shift","alternative",8
2.54458729421739,2.49224431396637,"A1_shift","alternative",8
1.87592151886103,1.9606606383581,"A1_shift","alternative",8
2.95925037048465,2.66558250226101,"A1_shift","alternative",8
4.89162173455975,5.00121484941551,"A1_shift","alternative",8
2.69396971700634,1.83681675650925,"A1_shift","alternative",8
5.31706137784,4.72698790179568,"A1_shift","alternative",8
1.03812338244009,0.00727388929728878,"A1_shift","alternative",8
4.41313854840875,4.00703896057828,"A1_shift","alternative",8
6.01828122490697,5.55968639074112,"A1_shift","alternative",8
3.85932081435144,3.67361635754503,"A1_shift","alternative",8
1.15074997239535,6.27362545300981,"A1_shift","alternative",8
0.758152124627713,1.07146801815665,"A1_shift","alternative",8
5.18979489853173,5.45481539587618,"A1_shift","alternative",8
3.65042179314299,3.90429100665072,"A1_shift","alternative",8
1.2134935720667,1.49553185887158,"A1_shift","alternative",8
3.3208616778928,3.58274238714348,"A1_shift","alternative",8
3.38296696251861,3.15683105563733,"A1_shift","alternative",8
0.690277287128288,6.20783922637852,"A1_shift","alternative",8
0.2629501810905,0.139575716869799,"A1_shift","alternative",8
3.28999084118711,2.52697997371534,"A1_shift","alternative",8
6.26892252738613,0.131005828721467,"A1_shift","alternative",8
5.1835530966842,5.0808947824072,"A1_shift","alternative",8
2.15362705011395,2.40735315506976,"A1_shift","alternative",8
5.32694963027397,5.33375171308696,"A1_shift","alternative",8
1.5555012871351,2.11705845512582,"A1_shift","alternative",8
4.58467411961096,5.5166215125319,"A1_shift","alternative",8
1.03628315730733,0.587532916240419,"A1_shift","alternative",8
5.29403966570471,5.25368524700829,"A1_shift","alternative",8
0.715430184173126,0.541468275213529,"A1_shift","alternative",8
5.71087767983543,5.95629123773181,"A1_shift","alternative",8
4.82074926527122,4.86845379284479,"A1_shift","alternative",8
5.63381194685832,5.28331742666933,"A1_shift","alternative",8
2.21601029210067,2.35756008810041,"A1_shift","alternative",8
1.87983971672113,1.71988050653635,"A1_shift","alternative",8
5.63821065040198,5.89156149608808,"A1_shift","alternative",8
2.09956373191974,1.9184172630328,"A1_shift","alternative",8
0.420606559860065,0.488202210844951,"A1_shift","alternative",8
4.74119058968732,4.91081015073107,"A1_shift","alternative",8
4.90923309141203,5.13177068269439,"A1_shift","alternative",8
0.589768142713275,0.0890092387519417,"A1_shift","alternative",8
3.98220660448928,4.16040115248558,"A1_shift","alternative",8
1.10112020299053,1.91932237752327,"A1_shift","alternative",8
4.60544031196623,4.82946845168389,"A1_shift","alternative",8
0.0863428747901643,0.673915102729572,"A1_shift","alternative",8
0.214730184876964,0.500768316159296,"A1_shift","alternative",8
3.23167687407345,3.86762610978936,"A1_shift","alternative",8
1.54002459401157,1.3730321403006,"A1_shift","alternative",8
3.42429797509261,2.92140146550037,"A1_shift","alternative",8
3.37980914412566,3.66126304180219,"A1_shift","alternative",8
2.73124362179695,3.16424070416012,"A1_shift","alternative",8
2.68435809506656,2.39701955851588,"A1_shift","alternative",8
6.03027721459952,6.09201395482522,"A1_shift","alternative",8
1.14273460912901,1.12578375732194,"A1_shift","alternative",8
1.99983869550312,2.31003263506017,"A1_shift","alternative",8
4.50516145426358,4.64696230232832,"A1_shift","alternative",8
2.81935668159099,3.1161706219853,"A1_shift","alternative",8
4.62907559096189,5.28396053774633,"A1_shift","alternative",8
3.62960947059193,3.84431931077059,"A1_shift","alternative",8
2.76830406928477,2.57438596907781,"A1_shift","alternative",8
1.27453077288825,1.12352043140931,"A1_shift","alternative",8
2.30320254444224,2.50901295927882,"A1_shift","alternative",8
3.996432467545,4.51289861045249,"A1_shift","alternative",8
2.02495141057707,1.84344876678532,"A1_shift","alternative",8
4.67754505420673,3.99767045076348,"A1_shift","alternative",8
1.37419674398743,1.50993325560325,"A1_shift","alternative",8
5.28474376196729,5.14551735650907,"A1_shift","alternative",8
1.45033618210635,1.93660845128697,"A1_shift","alternative",8
0.572085622211034,0.763663956064572,"A1_shift","alternative",8
0.583783934406979,0.702553477435589,"A1_shift","alternative",8
5.57573956749919,5.98820413603706,"A1_shift","alternative",8
4.34875056883667,4.49767484997022,"A1_shift","alternative",8
6.09740184868997,6.10818949694465,"A1_shift","alternative",8
3.39614468573225,3.33363400140322,"A1_shift","alternative",8
1.59343526056307,2.21534393823715,"A1_shift","alternative",8
0.456278892658768,0.287202246523855,"A1_shift","alternative",8
5.46359989080868,5.72861201011898,"A1_shift","alternative",8
4.88267230834023,4.80136356724662,"A1_shift","alternative",8
1.878638519075,1.321145325506,"A1_shift","alternative",8
2.83972826057188,3.43945284990537,"A1_shift","alternative",8
0.432963041825708,0.5492072562885,"A1_shift","alternative",8
5.12778493179628,4.23436978951529,"A1_shift","alternative",8
3.64419726835798,3.62870351718377,"A1_shift","alternative",8
1.4353445999325,1.46953912178422,"A1_shift","alternative",8
2.46660817370831,2.05421975926554,"A1_shift","alternative",8
2.27176787716503,2.5914241781625,"A1_shift","alternative",8
2.96496764744362,2.6219560687061,"A1_shift","alternative",8
5.43015651851228,4.78164330200708,"A1_shift","alternative",8
5.91543582518898,5.90954213616569,"A1_shift","alternative",8
5.84318645008965,5.71249851439225,"A1_shift","alternative",8
6.2036787831623,5.85812426571649,"A1_shift","alternative",8
0.221013154702162,0.0121811910183292,"A1_shift","alternative",8
2.64050775176947,2.08962560420431,"A1_shift","alternative",8
0.145738185597552,0.46253837650761,"A1_shift","alternative",8
0.133300676988253,5.94469552503714,"A1_shift","alternative",8
3.57723392976328,3.92228957224486,"A1_shift","alternative",8
4.65653686009112,4.98789288996203,"A1_shift","alternative",8
5.32841039201199,5.07877813375809,"A1_shift","alternative",8
5.43934932894973,0.0127504723385652,"A1_shift","alternative",8
4.65296232070578,4.53620501679588,"A1_shift","alternative",8
4.76088372285394,5.1887131555743,"A1_shift","alternative",8
3.96310455752092,4.42922878874431,"A1_shift","alternative",8
3.7415412359021,2.70121475172364,"A1_shift","alternative",8
0.151508588426563,0.443107637650542,"A1_shift","alternative",8
2.76841230181595,2.19943901061524,"A1_shift","alternative",8
4.27874106907142,4.10112227133125,"A1_shift","alternative",8
2.72153582177096,3.0300600401101,"A1_shift","alternative",8
5.85054279216796,5.81683199250377,"A1_shift","alternative",8
2.83470111960557,2.78323759361487,"A1_shift","alternative",8
2.6469956705659,2.75286452570671,"A1_shift","alternative",8
5.86616652611348,0.0875735804100426,"A1_shift","alternative",8
1.36809172644323,1.70611383484867,"A1_shift","alternative",8
2.31305348222477,2.43676345008858,"A1_shift","alternative",8
1.94224720950084,1.26346167820736,"A1_shift","alternative",8
0.261708372838487,0.426654020431777,"A1_shift","alternative",8
4.25199767871329,4.1823700248029,"A1_shift","alternative",8
4.16607211300858,4.23491147322882,"A1_shift","alternative",8
4.0050923383891,3.58261730125663,"A1_shift","alternative",8
2.7476436268887,3.40569258515483,"A1_shift","alternative",8
3.30180489068397,3.47045552092694,"A1_shift","alternative",8
2.79176947715891,3.36315463043007,"A1_shift","alternative",8
5.60746904349066,5.26678296136889,"A1_shift","alternative",8
4.48490707696461,5.06686357517633,"A1_shift","alternative",8
5.08755179681615,5.16541148875938,"A1_shift","alternative",8
1.48451995626062,1.41715374265258,"A1_shift","alternative",8
4.59603975692109,4.66855337389346,"A1_shift","alternative",8
2.42628922102781,2.67286944192465,"A1_shift","alternative",8
4.81295273845744,4.53566754943646,"A1_shift","alternative",8
0.557081034695452,5.75865738688294,"A1_shift","alternative",8
3.18464504236888,3.43640499776339,"A1_shift","alternative",8
1.81569584551143,1.49124364929323,"A1_shift","alternative",8
5.08887565282864,4.89261363834109,"A1_shift","alternative",8
0.681059432996236,0.794742724213988,"A1_shift","alternative",8
2.81192215531885,3.24641249680374,"A1_shift","alternative",8
4.58488820157976,4.99308780567403,"A1_shift","alternative",8
5.57440957308244,6.12004704135616,"A1_shift","alternative",8
5.80423198597128,5.58627063237653,"A1_shift","alternative",8
4.31458752715743,4.11706458992737,"A1_shift","alternative",8
5.5788440171777,6.15116177058198,"A1_shift","alternative",8
2.7383258773956,2.77939139677818,"A1_shift","alternative",8
0.372943157162312,0.741726241499115,"A1_shift","alternative",8
2.98140244365313,3.18488368349145,"A1_shift","alternative",8
2.3510814291214,2.1835332339338,"A1_shift","alternative",8
5.30564393860068,5.07755338815582,"A1_shift","alternative",8
6.03996596889503,0.235047267852817,"A1_shift","alternative",8
0.867891707196097,1.09829217811554,"A1_shift","alternative",8
0.407137977810989,0.078910837883682,"A1_shift","alternative",8
3.71221507537837,3.2479933613422,"A1_shift","alternative",8
1.49654655019938,2.16488043946994,"A1_shift","alternative",8
0.381297345422071,0.396963614075483,"A1_shift","alternative",8
0.697932270766226,0.816628184882947,"A1_shift","alternative",8
1.23731802246211,0.562648224766207,"A1_shift","alternative",8
5.72188089528352,4.992526057511,"A1_shift","alternative",8
1.52475564842155,2.17828292789807,"A1_shift","alternative",8
